implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1437 +91+5+2-11+11-13+9-17+13+3-10-23+12-14-3-3+6+1+11-19-5+19-3-16+15+1+2-19+10+9-8-19
forward_general_cycles - 1441 +72+33+24-44-26+16-1-27-22-1-7-1-9+5-25+10+8+31+25+10+4+16-16+3-7+9-6+7+1-13-15-29
basemul_cycles - 959 +242+17-8-2+5+6-5+5-1+1-1-7+1+11+4+0+4+9-2-9+5+4+2-1-1-4+5-4-5-2+1+0
basemul_scale_cycles - 836 +173+36+8-2+1-1+9+1-2+4-3-1-1-6+2+1-4+3-5-1+0+1+2-2-5-3-2-4+4+3+1-1
inverse_cycles - 1491 +602+65+35+19+6+1+9+2+2-11+13+24-23-19+3-8+17-5-20-16-5+7+1-18-18-9-9-10+12+7+5-6
baseinv_cycles - 1595 +1315+209+4+5-9-19-24+80-15+0+6-5+6+6-21-2+1-24+7-1+105+31-1+15-9-3+4-13+0-9-11-15
poly_frombytes_cycles - 425 +125+1-3+1+5+1+6-1-3-3-2+5+1-5+5+0+1-2+5+5+1+66+7+4+4-2-6-8+0-2-5-2
poly_tobytes_cycles - 528 +81+14+10+2-3+2-1+5-10+3+3+2-9+3-5-1+5-6+0-2+1-1+5+3-2-2+8-1-1-7-1-1
cbd1_cycles - 414 +133+17+7+10+29+1+42+28-9-9-3+34+38+47-16+2-2-7-5-12-10+40-6-4-14-9+32-3+3-1+35-11
crepmod3_cycles - 555 +174+18+7+2+12-10+9+7-7-4+8-4+2+2+1-3-6+10+7+1-2-1+8-15-7-3-3-2-5+4+1-11
poly_add_cycles - 276 +200+12-3-10+0+5-7-8-7+2-6-2+5-1+4-1-10-2-9+3+7-8+4-6+7-3+2-1+4-5+4+10
poly_sub_cycles - 272 +118+22+13+0+2+10-3-2+19-1+6-4+5+10-3+15+0-1+9-4-7-7-1-11-1+4-3+4+1-7-3+18
sotp_encode_cycles - 380 +130+23+21+13+19+26+8-3-1-3-3-3-4-3+2+2+0+6-3+4-3-4+0+2+5+3-3-3-1+3-2-2
sotp_decode_cycles - 439 +202+1+5+3-2-1+5-2-4+6-5-1-5+5+0-8-8-5+2+0-1-8-3+0+0+1+4+6-2+8+2-8
hash_f_cycles - 15506 +1010+179+58-43-9+64+264+89-20+7-45+42-8+18-4+73-51+213-15+4-37-67-2+23-30+27+5+6-65-10-45-17
hash_g_cycles - 17994 +383+338-51-194-275+191-223-195+48-257-247-257-247-285-224-204-202+167+96+128+91+110+29+74+130+87+208+67+73-233-1+31
hash_h_cycles - 4891 +468+167+102+35+6-40-6+159+111-50+54+89-43+29+33-19-70+34+1-40+76-34-50-18-36-29-44+44-36+104-48-59
poly_mul_small_cycles - 4513 +543+217+31+44-10-25+1-6+5+2-20-24-36+17-83+14+18-37+44-21+1-12-48-48+154+101+20-6+32-6-1+1
poly_mul_general_cycles - 4487 +205+118+16-4-8+6-20-44-40-40-18+5-13+44-14+54+56+3+8+12-50-18+37+7-21+9-14-19+29+5+51-30
forward_small_cycles - 1435 +37+0+11+12+7-11-2-1+9+8-16-11+5+19-28-14-4+33+3-14-25+3-11+6-2-6+17+5-9-6-4+39
forward_general_cycles - 1426 +51+10-10-10+3-21+9+16-7-2+9-7-14-11+2+0-6+30-19-12+27+20+25+41+2+8-20+2-11+7+1-7
basemul_cycles - 959 +85+10+2+5+3+0+0-8+0+10+0+2+0+1+0-1-1-8-2-6+5+5-5-7-6-4+12-6-4+2+19-1
basemul_scale_cycles - 837 +30+2-2+4-4-1+0+0-2-6-2+5-2+7-3+2+0-1-4+2-4+4+1-1+2-3-1+1-3+3+4+3
inverse_cycles - 1481 +73+23-5+3+18+10+15+7-3-5-3+1+0+20+17-17-6-11+8+0+13+12-24-5-4+0-21-19-1+20-8-26
baseinv_cycles - 1592 +127+20+1+2-15+8-17-18-3-8+4-22+16-18+56-33+4+7+13+6+19+6-5+125-5+19-17+3-12-4-22-3
poly_frombytes_cycles - 422 +31+8+7-1-1+1-4-5-1+8+3+1+5+2-1+0-3-2+0-4-2+4-2+2+1+7-2+1+5-1+0+2
poly_tobytes_cycles - 528 +5+0+3+5-3-4+3+2-6-1-3-5-4-2+4-6+3+1+7-1-1-8+1+5-1+4-3+1+4+7+7+1
cbd1_cycles - 443 -16+5-19+5+4+7-27+6-23-2+19+6+10-2-29-4+4-11+16+17-1-29-35-43-32+2-17+8+10+3+8-17
crepmod3_cycles - 557 +21+11-7+1+6-9+2+3-7-1-5-2-11+5-10-7+10+12+6-13+4+0+11-8+3+7-4-1+4-14-5-1
poly_add_cycles - 278 +23-9+6+3+1+0-10-7+4+2-10-2+4+4-6+2-12-5+1-3-3+3+5+3-2+13+4+1-9-4-8+0
poly_sub_cycles - 275 +12+0-6-8+11+1-9+0+11+8-8-9+1+1-6+9-5+7-3+7-2+9+5+3-2+2-2+0-6+5-1+0
sotp_encode_cycles - 383 +43+27+16+16+6+5+0-7-7+0+1-1-1-2-7+0+2+3-4-5-2+1+6-6-4-7-4-3+7+1+0-5
sotp_decode_cycles - 438 +26+5-1+8+1+3+9+11+1+2+6-2+1-1-1-8+0-4+1-2-7+3-5-6-5+0+0-4-3+3-8-9
hash_f_cycles - 15641 +184+274+105+118-41-52+59+0-117+84-30+34-159-144+52+75+141-137-127+74+38-135-161+8-166-5-83+48-111-172+33-2
hash_g_cycles - 18063 +172-173+51-197-81+135-263+101+920+237-214+106-365+33-258-4-265-15+67+27-251+81-12+15-5-61+96-268-30+88-30+21
hash_h_cycles - 4849 +234+173+100+45+2+109+148-5-28+77-4+100+56-37-13-1-30+42-40+3-13+3+4-40-10-13-13+12-19+28-3-3
poly_mul_small_cycles - 4483 +294+135+62+6+32-14-11-13-9-19-19-4-46+2-31+11+8+17+11-17-16+15+14+3+30-29+29+38-19-4-17+0
poly_mul_general_cycles - 4467 +202+23+19-52-8+15-34+22+9+38+27-12-15-7+17-42-23-27+13+46+10+12-23+31-17-31+31-24-6-14-37+1
forward_small_cycles - 1423 +10+16-2-8+21+2-2-10-2-12+11-7-9+14-17+6+24-17+9-4-6+10+8-21-18-5-1+53+11+6-4+15
forward_general_cycles - 1450 -1-19+2-8+3+22+19+14+7-9-3+3+5+1+26-3-23+11-4+6+22-19+3-11-6-38-8+15-1-19+2-24
basemul_cycles - 960 +43+4-8-2-3+0+10-2-4-6+8+1-1+7+7-5-4-3+0-6+4-1-1+2+14+7-2+0+3+12-3+6
basemul_scale_cycles - 839 +31+0-2+2-1-4-4-3+3+3+2-5-6-9-2-5-2+2+7-5+6-3-1+3-7+1+5+3+3+2+5-6
inverse_cycles - 1483 +55+32+5+2+19+1-1+10+29+0+7-18+36-16+3-6-6-11-7-21-1-20-22-20-5+2-13+5-27+9+19+13
baseinv_cycles - 1584 +49+17+31-5-3+4+5+10+0+4+7+10-2-8-11-9-9+3+3-14+9-8-15-4-2-4+122-9-4+3+11+2
poly_frombytes_cycles - 426 +14-1-1-3-3-5+5+5+0+0+5+2+3-5+1+0-3+2-4-8+6-4-1+0-6+3-1+2-5+5+0+0
poly_tobytes_cycles - 527 +10+3+1+0+3-5+10+3-3+14+12-5-2-4+5-5+3-4-2-5+4+1-2+5+0+2+0+0+0-2-1+0
cbd1_cycles - 438 +4+5-19-16-12+7+9-16-31+17+16+17-17+3+17+0+8-13+2-15+19+13+15-6-14-9+5-18+17-33-19+22
crepmod3_cycles - 559 +22-12-3-2+9-9+0+3-11-6+4-1+4+1+2+8+6+4-3+6-9-10+22+4-6+6+1+0-1-9-6-3
poly_add_cycles - 276 +27-3-6-10+3+0+1+4-6+6-5-5+4-12-1+7-8-4-5-4-5+2+2+1+3+8+4+5-2+9+8-5
poly_sub_cycles - 278 +59+2-1+8+1-5+4+5-1+12-10+2+0-7-7-8-5+9+3+4+2-1+3+10-4+0-5-4-7-2-3-10
sotp_encode_cycles - 383 +51+33+23+8+16+9+4-5+2-3-3-4-4+1-3-8+4-2+3+1-3-4+21-6-1+3-6-7+0-4+1+2
sotp_decode_cycles - 441 +36+4+2+6-5+7+2-6+3+2-1+6-7-3-5-7-3-6+2+2+6+3+5-6+5+0-7-6-1+5-6-3
hash_f_cycles - 15659 +85-115-39-118-242-111-87-88-180-105+62-40+59-203+134+31+113+46+76-143+46+17-150+107+36-238+36+64-102+86+47+43
hash_g_cycles - 18075 +116+145+98+66-8+46+29-51-75+36-12+10-17-77+13+30+29-7+1-1+19-62-22-96-27+42-133-22-4-73+82-1
hash_h_cycles - 4859 +235-8+149+13+99+150+152-2+51-10-2-4-33-25-8-1-28+0-2+4+24-35-6-7-14-65+18+170+8+150-32+49
