implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1437 +109+37+18-6-11-5+16+2+16+9-8-1-3+19-3+6+4-3-28-9-29+18-2-19-26-23+12+10+5-20+15+0
forward_general_cycles - 1432 +104+49-22+32-6-20-13-17-32-18+26+32-5+11+31+4+20+16-7+7-17-12+19-13-8-6+23+8-36+2+12+0
basemul_cycles - 961 +301+12-1-4-10-3+0-7-2+6-11+0+0+1-4-1+9+15+6-5+1-6+12-3+3+8-4-10-8+2+0+2
basemul_scale_cycles - 838 +161+18-11-7+6-1-1+2+18-2+6+4-1+5-2+2+4-4+2-1+0+7-1-2-3+0-7+1+3+1-2+4
inverse_cycles - 1482 +572+117+2+24+4-11+17+21+10-1+13-15-10-15+4-12+3-19+4-16-18+10+56-14+24-3-9+20-1-6-7-15
baseinv_cycles - 1584 +1281+303+13-10+132-3-27-6-3-4-5-6+12-2+8-3+95+2+5-4+2+4+3-14+5+3+9+9-15-5-13-10
poly_frombytes_cycles - 421 +128+7+7+1+3+5-3-10-7-7-1-6-13-6-2-1-4+7-7+1+5+0+1-5-10+2+0-2+3+8+1-1
poly_tobytes_cycles - 527 +70+12+5+4+7-5-6+0-3+2-6-2+0-3+2+6+0+10+5-1+1-3-6-3-7-1+1-5+0-1+1-2
cbd1_cycles - 445 +104+37+2+0+1+14-24+0-25-36-42+0+6-37+6-33+5-1-22+3-25-42-2+6-22+8-40+4+3+2-33+14
crepmod3_cycles - 559 +189+31+3+4-5-10-6+6+1+2-11-8-7+7+4-1+2-5-8+9+0-3-9-2+2+0-1+3+0+1+2-1
poly_add_cycles - 278 +123+10-7-14-3+4-7+4-3+3+9-6+2-1-3+1+3-7-8+1+5-4+2-6-1-6-3-4+12+7+3+3
poly_sub_cycles - 273 +134+55+1-7+6+8-7-1+12+14-1-3-2-7-7+5+0+8-1+14+0+4-7+1-1-12+0-3-1+4-2-7
sotp_encode_cycles - 381 +123+24+23+19+14+7+6+3-5-7-3-4-3-3+0-2+10-2+4-4-3-1-2-4-1+7+0+0+3-2+1+0
sotp_decode_cycles - 435 +201+6+1+4+9+1+7-4-8-1+6-3-6-1-10-4-2-1-3+5-4+2-3-1+3+2+1+3-5-10+2+4
hash_f_cycles - 15584 +1016+316+97+127-59+174-25+63-77+140-62-77+80+138-107-61-95+184-149+221-62-88-68+143-63+122-103+166-36-86+144-57
hash_g_cycles - 18067 +508+304-86+61+36-86-180-238-43+93+72-212+43-146+10+42+140-88-172+72+33+51+36-28+111+108+472-178-311-203-274-180
hash_h_cycles - 4887 +452+118+59+50+71+129+41+66-3+54+90+103+3-64+73-3-22-42-44-40-32+32-61-56-77+44-16-52-32-62-44-37
poly_mul_small_cycles - 4506 +533+28+1-29-49-34-4+12+18-8+22-30-116-79-14-53+26+3+22+47+6-30+32-8-45+32+26-22+39-88+14+0
poly_mul_general_cycles - 4489 +204+22+48+21+10+58-24-5+15+21-18-23-41-27-2-2+54-11-34+3+31-21-59-22-37+20-21+39-7-26+24+48
forward_small_cycles - 1442 +55+9+10+13+23-10-22-2+17-15+8+11+33+15-13-1-4-1-8+14-7-22+14-6-7-24-10+3-9-25+0+10
forward_general_cycles - 1439 +53+14-16+7-19-21-18-7+6-20-12+10-5+0-3+10-2+9+0+2+0-22-15+1+5+16+3-31+11-3+15+31
basemul_cycles - 967 +43+15-8-1-17-3+2+4-1-5+18-4+5-7+2+0-5-1-7-2-8+4-6+3+1-2-11+12+4+0+3+12
basemul_scale_cycles - 837 +30+5+4+0-1-5-1-3-2-4+7-1+2+4+1+4-3+2-8+0+0-3+0+5-3-3-5-3+3+0+0+4
inverse_cycles - 1495 +46+9+13+13+35-15+20-14+21+28-12+13-9-8-4+1+0+1+1-7-11+0-3-21-4+12+1-11+0-4+25+5
baseinv_cycles - 1581 +64+158+47-9-5-3-7-1-1+1-1-6-12+12+12+10-1+6+25+2-5+16-15-21+12+2-13-16-20-4+140+11
poly_frombytes_cycles - 424 +17+4-2-1-4-3+1-4+6-2+1-5-3+0-3-2+2-3+2-3-3+9-4-4+8+2+3+6+1+2+4+8
poly_tobytes_cycles - 527 +21+7-3-5-1+2+2-2+3-6-2-2+7+2-2-3+0+4+1-2-1+6-1+0+1-4+9+9-4+4-1+1
cbd1_cycles - 432 +9+25+8+14-15+20-7+14+13-11-7-1-18+24+35-13+17-15+0+16-31-17+28+18-27-3-30-30+3+18-20-21
crepmod3_cycles - 557 +16+26-2-8-7-1+10-5-1+3+5-3+7-2-7+7-6-2-6+1+13+11-10+13+20-5+10-4+1-8+3+9
poly_add_cycles - 276 +33-3-5+8+7-9+2+1+1+5-5-2-5+2-5+6-2+12-5-3-8-10+1+1+12+3+0+9-2+1+8-1
poly_sub_cycles - 275 +39-6-5-3-1+2+4+9+2+1+0+6+4-8+4-3-7+1+2-2-8-9+4-3-5-4+3-8+8+0+7+2
sotp_encode_cycles - 381 +33+24+21+19+15+12+7-2-3-5+3+2+0-2-1-1+4-1-2-3-4-2+2-2+3-3+4+1+0-4-1+6
sotp_decode_cycles - 439 +18-4+14+3+0-2+1+2+9+1+1+0-3-3-4+1+4+2-3+2-5+5-4+6-2-3-9-5+2-8+0-1
hash_f_cycles - 15654 +38+184+85+142-61-128+124-102-210+66-64+69+85-158+438+151+118-9+193-171+5-173+32-169+50-141+11+107-124-238-90-154
hash_g_cycles - 18028 +116-39+73+117-137+71+189+5+50-144-47+87-69+78-146+43-211+122-273+35+81+97-217-120+15+81-272-244-121-210-56+47
hash_h_cycles - 4945 +111+75-6-12+52-4-9+20+53+29+18+14-97+94-18-46-29-115-102+42+38-19-83-104+8-92-88-24+1+9+39+68
poly_mul_small_cycles - 4501 +203+82+39+43+16-30+35-5-47-3+13+29+14-12-32-39-30-1+20+20+5-33-48+10+7-3-48+48-20-11-18-6
poly_mul_general_cycles - 4470 +123+114+37+9+24-19+12+8-6-21-9+52-35-31+24-4+10+0-2-3+19-21+45-26+27-39-1-38-7-6-20+11
forward_small_cycles - 1434 +1+12-13-25-18-10-7+5-1+7-10+30+20-21+17+0+12-2+1-5+2+1+2+22+18-20+13-10-4+12+6-2
forward_general_cycles - 1444 +46+4+8+13+4+11+16-7+6+7-15+5+34-12+1-5-13-23+4-5-10-17-20-3+21+2-11+8-8-13-9+14
basemul_cycles - 971 +19+15-7+0+12-7+5+8-2+8+4-7-10+2-8-7-1-8+1+5+13+1+0-2-6+3-6+3-4+1-12-3
basemul_scale_cycles - 838 +13+8-2+6+8-4-6+2-5+2+2+4-2-3+4-1-3-1+5+9+0-4+2+0-5-2-1-2-2-5+4+1
inverse_cycles - 1484 +66+6+6+29+4-7+23+37+8+4-29-13-19+1+11+14-16+5+18+19-4+1-6+3+0-6-11-8-7-12-11-22
baseinv_cycles - 1580 +79+26+9-1+5-7+10-20-2-1+4+6-8-10+3+125+2-11-3+1+2-7-6+3+0-10-7-12-2+8+0-6
poly_frombytes_cycles - 425 +8+1-2-1-2+0-1-3-4-2-1+0+4+2+4+1+4+3+0+12-1-1+4+3-5+3+9-1+1+0+2-3
poly_tobytes_cycles - 529 +9-10+4+1+1-7-3+4+4+7+3+3-2+7+5-2+3-1-5-4+1+6-2-7+0-3-8-1-4-9-7+2
cbd1_cycles - 425 +10+18+22+26-6+24+19+12+28+13-4+27+29-10-21-16-14-3-18-14-15-17+8-22+19-14-9-28+26-24+26-9
crepmod3_cycles - 557 +9+16-9+2+0+1+1+6+8-7+4-3-3+0-7-6+12+12-9-1+2-7+4+1-6-2-6+1-1-3-13+13
poly_add_cycles - 277 +38-5-2+3-7+12+0-7+5+0-9+11-9-2+3-1+6-5+0-12+6-10-5+0+4-1+0+1+1+2+0+11
poly_sub_cycles - 277 +16-1-3+6-2+4+10+7+9-7+7+2+7+2+1-1+8+0+7-1-2-2-6+2-7+0-2-10+6-12-3-2
sotp_encode_cycles - 383 +34+18+15+20+5+11+11+2-2+0-7-3-6-7-5+1-3-6-5-1+4-3-6-3-6+0+7+6+6+24+6-5
sotp_decode_cycles - 439 +32+7+1+3+4+2+2-4-1+5-6-11+2-8-3-10-4-6-10+2+1-4-4+0+12+0-1+3+2-2+0-4
hash_f_cycles - 15579 +108+138-29+143-125+160+15+119-42+238-140+205+143-28-85+49-52-79-64+177-106+3-79+89-99-49-80-47+125+114-37+70
hash_g_cycles - 17946 -90+144+162+176-63-41-14+64+63+56+100-26+75-133-131-195-60+107-176-103+35-151-189-33+72-169-144+124+37+15+28+102
hash_h_cycles - 4854 +137+85+119+27+3+107-1-15-37+18-8-19+141+55-26-17-8+19+6-30+93-59-10+4-44-17-32-38+2+162+24+4
poly_mul_small_cycles - 4501 +158+67+590+132+59+27+26-16+17+13-28+35-26-33+4+44-4-35+20+1+16-24-23-8+18-5-46-20-39-19-44-48
poly_mul_general_cycles - 4470 +193+48+43-10-1-52+30+40+10+11+19+15+2+0+1+39+20+10-24-21-28-11+0-46-1-32-15-43-5-49-25+2
