implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1122 +1630+16+38-5-13-29+7-8-19+16+19-14+9+3+17-15-1-3-5+2-25-16-7-1+26-8+6+24-7+8+2+5
forward_general_cycles - 1126 +104+33+8-16+6-17-2-11+17-3-20-3+13-5+1-24-20+8-1-36-22-2+7-3+2+17+0-6+587+68+18+12
basemul_cycles - 652 +352+1+3-2-9-7-3+5+3-9+4-9+5-3+2-3-12+7-5-6+4+4-3-5-5+5+2+17-3+25+8+21
basemul_scale_cycles - 565 +88+3-5-4-3-5+10+2+3+2-7+10+0-7+1-7-3+2+3+4+2+1+1+6-5-4-7-6-2+0-3+0
inverse_cycles - 1178 +1311+69-14-9+6-2-5-10-3-27-3+2+7+4-10-9+1+0+24-8+7-8+8+37+2-7-24-15+35+5+15+8
baseinv_cycles - 1189 +1760+30-3-7+54-11-18+2-3+1-2-12-8+4+3-6+6-7+7+17+7-8+3+2-10+0+102+91-2-8+6-5
poly_frombytes_cycles - 644 +166+35-8+3-9-3-9+4-21+2+15+2+9+5-11-5+0-9+7+4+6+6-6-2+8-1-8-5+6-4+1-15
poly_tobytes_cycles - 701 +61+12+5-1-3+0+0-1+7+23-5-6+9+5-3+2+4-9-7+1+2-1-4+7+16-7-11-5-6-4+9-7
cbd1_cycles - 349 +142+16+14+20+15+8+8-3+9-6+9+13+5-1+4+5+0-3-6+0-6+0-8-5-8-6-7-6-8-1-6+1
crepmod3_cycles - 461 +230+12-4-5-3+1+0+3+3-4+4-11-8+6+1+0-5-4-2+1+1-4+1-3-4+0+10-11-7+0+5+3
poly_add_cycles - 239 +111+26+1-3+3-3-1+1-3+4-3+7-6+3+4+1-4+0-4-1+4-3-3+5-1+3+4-7-3+2-1-4
poly_sub_cycles - 243 +140+23-1-6-2-2-2+1+4+4+2+1-3+2+2-6+1-1+4+19+0-1-7-5+1-11+2-10+4-7-7+1
