implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1126 +101+1+5-16+33+34+6-9-21-15+20-10-1-9-3-15-2+2+2+38+3-27-25+6-5-6+17+26-10+7-7+6
forward_general_cycles - 1115 +307+18-19-7+22-5-5+23+19-14-9+2+3-7+11-5+1+1+1-1-13+16+21+2+19+33+4-13-22-23-10+0
basemul_cycles - 654 +627+63+4+1107+1303-9-11-6-6-13-5-4-1+5-1-13-5+18+6+1-5+2-14+5+18-5+10+15+7-13+19-9
basemul_scale_cycles - 563 +779+58+12+12-4-1-1+0+10+1+3-2+6-6-4+2+9-1-4+3-5-1-2+0-5-1-6-3+6+11+8+9
inverse_cycles - 1182 +1597+35+2+7-1-5-28-2+0-16+8+2-8-3+7-4-14+5+19+21+20-2+0+9-7-12+0+14+12-6-15-4
baseinv_cycles - 1183 +2448+122+5-7-3+13-8-2+1-20+3-16+14-19+5+4+1+9-3+13-30-5+10-5-20+1-16-1-18-13+13+10
poly_frombytes_cycles - 648 +182+31-14+0-2-2+6-7+3+4+10+2+3+7+8-7-9-2-1+2-4+2-7-4-2-1+2-1-7-4+6-1
poly_tobytes_cycles - 697 +273-2+3+0-2+4-16-10-5-11-3+4-10-2+15-6-2+12+5-7+8+5-8+1+1-5+2+2+14+2+8+0
cbd1_cycles - 351 +328+21+18+10+12+13+1-2+0+7+3+0+3-4-7+2-5+1-4+0+1-1-1+0+2-8-1+7-5-4-4+1
crepmod3_cycles - 463 +237+28+11-1+5+2-5-2-2-1-6+4+2-10+4+4-6+0-2+9+3+0-2-10-13+0+0+1-10-8-10+2
