implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1129 +111+20-39-15-12-15-1-30+1-27+6+10-17-1+8+2-3+30-17+15+12+6+21-10-1+3+23+0-5-11-10+3
forward_general_cycles - 1118 +74+12-17-29-10+10-10+19+1+1-2-23+14+0+22-24-11-1-14-24-3+9-3-2+0+2+8+11-1+14+9+8
basemul_cycles - 656 +263+37+10-15+16+14-9+2+11-6-12-8+5-2-8+1-7-14+16-3+23-10-13-8+6+10-14+23+5-3+5-4
basemul_scale_cycles - 563 +84+25+2+0-6+0-6-3-6-1+5+3+10+7-1-1+2-1+0+1-3+1-1+2+3-5+6+9+0+1-3+1
inverse_cycles - 1173 +646+63+22+13+10-11+4-11-6+2-4+15+11+31-6-4+15-6+17-3-6+2-9-25-11-10+33-6+0+5-5+3
baseinv_cycles - 1189 +1296+57-15-11+59-11-27-1+1-2+2-3-6+5+4-3+12+8+17+112-9-22+8-20+6-9+10+13-30-4-9-1
poly_frombytes_cycles - 639 +159+32+17+0+17+6-1-10-10+2-1-1+5+7+16+4-6-6+2+2-4-3+5-2-3-3+10-4-4-1-11+4
poly_tobytes_cycles - 696 +86-3-8+0-2+9+8-2-9-20-9-1+4-1+9-9-7+5+1+4-5+6+2-6+5+0+13-7+5-1+1-9
cbd1_cycles - 347 +150+23+25+15+21+17+6+4+16+3-2-4-3-3-5-3-4-1+2-1-1-2-1-1-4-6+3-2-3+9+8+2
crepmod3_cycles - 465 +256-3-15-12+3+4-13-21-4-17+4+6-4-9+2+2+11+10+12-2+3+21-9-4+1-7+93-1+5+6-9-3
poly_add_cycles - 240 +219+56-1+2-4+3+3-3+5+7-5+0-3-1+1+10+4-5-3-4+5+4-6-6+5-2+6-4-7-4+2+0
poly_sub_cycles - 242 +135+7+3-3+25-13-7+1-6-1+1+0+0-8+8+4+3+2+12-5-7-4+1+7+7+4-2-2-4-4-4+0
sotp_encode_cycles - 368 +98+6-4-2+2-1-12-18-24-21-3-21-1-1-3+9+8+2-13+7-12-15+7+1-16+3+6+6-4+9+13+10
sotp_decode_cycles - 400 +184+8-3-8-6-5+2-3+3+0-6+1-11+0+4-2+1+1-1+2+1-5+5-2+9+0+0+9+3+5-8-2
hash_f_cycles - 12140 +846+11-62+97+27-136-169+12-18+39+27+46-37+49+40+19-205+61-153-1-36+14-157+0-16-208+5-39+11+28-28-239
hash_g_cycles - 13334 +459+253+8-136+70-23-328-247-14-186-267+10+47-216-122+25-21-274+79-24+92+4-201+23+29+66+40-227+50-230+10+74
hash_h_cycles - 3843 +267+98-21+59-1-14-1+24-37-32+27-27-2+1+9+3+7+26+17-6-18-10+9-15+6-36-11-22+31+10-2-3
poly_mul_small_cycles - 3300 +397+40+21+30+17-2-8+53+30+11-17+24+17-8-34+12-8-12-17-14+5-11-14+21-33-40-34-10+11-1-25+23
poly_mul_general_cycles - 3299 +211+51+19+42-12-10-19-13-25+33-25-39+27+23-6-32-21-1-2-30+26-9+26-3+16+3+10+15-27-56+8+19
forward_small_cycles - 1127 +43-1-1+6-25+31-28-7+14+16-5+5+0-6+19-5+33-8-13+1+5-2+2-7+20-9-3-13+2-10+32+12
forward_general_cycles - 1121 +61-4-4+6-8-10-6+2+13+2+7+12+19+3-7+18+2+5-7+7+8-13+0-3+7-11+2-19-20+5-5-5
basemul_cycles - 650 +44+19-10+22-3+12-3+12-1+20-3-3-2+11+1+14+15-5+14-5+16+3-4-6+3-5-3+0-13+1+13-7
basemul_scale_cycles - 563 +15+10-4+3+5+1+1+1-5-1-3-3-1-6+1+4+1+0+1-1+2-6+0-1-1+5-3-1+4-3+0+3
inverse_cycles - 1192 +55-3+1-6+19+5-26-8-14-25+2-26+4-13+35+26+9+0+11+5-1-13-15-12-1-1-13+7+5+11-17+6
baseinv_cycles - 1182 +169+28+3-1+8+10+3+4-14+12-2-33-27-15-5+16-14+15+6+15-15+67+116-29-1-22-8-16-11+4+1-3
poly_frombytes_cycles - 643 +26+1-8-9-2+0-6-6-5+10-4+0-12-17+10-8-1-4+6+5+1-4+16+2+1+7+1+4-10-1+0+1
poly_tobytes_cycles - 697 +1+8-2-1+4+3+1-10+7-6-3+1-3+1-2-3-2+2+9+5+9-9+2+9-1-8+7-7-7-3+13-8
cbd1_cycles - 352 +20+7+7+15+4+11-4-10-4-9-1-5-11-5+4-4+5-4-10-2-2-2+2-2-1+4+4+4+4+2-9+7
crepmod3_cycles - 463 +17+2+2+2+0+1+13+5-1+3-3+6+2+4-2-16+8+1-4-2+1-2-2+2-4-1-5+0-14+1-7-11
poly_add_cycles - 238 +53+1-2-2-4+0+2-2-2-2-3-1-2-1-1+3-3+6+1+5+4-4-1+7+0+0-3+3+3-3+10+5
poly_sub_cycles - 240 +32+5-5-4-3-5+0-2-7+12+1-5+0+4+0-5-3-4+0-1-3+9-4+1+3+3-4+8+9+5+5+5
sotp_encode_cycles - 369 +41+1-1-8-6+1-1+2+2+2-3+3-20-1-21-12-17+4-7+8+5-4+9+2+10+0-1+11+5-20+8-21
sotp_decode_cycles - 398 +27-2-1+0-2+3-2-3-4+3-1-7+5-7-6+7+6+4+9+3+11+11-3-1+11-9+3+8-1-3-1-6
hash_f_cycles - 12153 +31+152+0+102-55-60-9-163+64+4-15+31-77+12-3+59-210+14+30+18-5-239+40+37-165-50+16-18-153+30-174-32
hash_g_cycles - 13368 +228+125+57+11-7-53+61+19-78+1+31-38-32-116+65+9-65-115+32+3-2+6+4+73-21-50-201+31-157-12+59-21
hash_h_cycles - 3837 +60+6-42-13-16+1+5+64-28+34+105-11-17+17-13-7+56+57+0-29-12+61-31-30+33+22+34-43+48-1+0-7
poly_mul_small_cycles - 3331 +110+6+52+21-1-16+35+0+11-23+13+18-33-7-4+6-15+32-20+2+26-11-37+15-4-26-16+19-10-13+25-69
poly_mul_general_cycles - 3311 +126+50-13+13+4+2-10-50+13+14+3-15+9-36-63-27+3+43+23-41-10-3-23+15+38-11-12+38-27-24+148+16
forward_small_cycles - 1121 +81+19-1-1+32-18+13+1+6-14+1-1-4-17+0+1+8+23-31+0+3-25-12+10-14-15+0+6-2+1+10-9
forward_general_cycles - 1122 +43-12+4-9+15+0+5+33+10+3-17-7+4-19+11+18-2-2+9-12-25-12+5+9-9-16+2-11-6-20+7+5
basemul_cycles - 663 +22+3-13-9+5+8+4+0-1-17+7+6-19+1+2+13-11-11+0-4+1-5-13-10+8-15-15+1-16+3+20+9
basemul_scale_cycles - 562 +12+10-6+0-2-4+4-4+0+1+1+6+8-3+2+9+3+5+7-1+8+0-3-2-2-2-4-5-5-4+1-2
inverse_cycles - 1184 +43+6-2+20+8+22-13-11+17+15-24+13+6-17-26+33+3-31-10-3+13-2+9+3-2-7-10+0-4+33-22-10
baseinv_cycles - 1192 +104-17+68+6-2-2+2-4+15+8+18+6+6-3+21-4-2+4-10+103+3-12+3-10-10-1-10+4-25+1-13-13
poly_frombytes_cycles - 643 +30+0-14+7-4+6+10-7-5+1+8-1+0+7-1+4-1-8+4+2-2-4+5-17+2+0-10-11+9+9-2+1
poly_tobytes_cycles - 696 +3+10+8+16-11+5+6+9+0-7+0-9-3-2-1-7-3+3-2+6+14-1+2+3-6+1-3+7-7+4-5-16
cbd1_cycles - 355 +20+15+10+9+14+6-8-9-7-2+0+1-6-3+0+1+0-3+0+6+5+8+0+3+0+2-2-1+2-4-1-3
crepmod3_cycles - 463 +25+13+4-5-4-8+1+6-1-1+3+8+7+12+0-1-5+0-4+0+5-3-3+5+7+0-6-9+0+15-4+1
poly_add_cycles - 243 +37+8+5-6-1+9-5-1+1-8-9+3+5+7+1+4+0+5+1+9-5+4-9+4+0-9+0-6-4+2-1-7
poly_sub_cycles - 241 +24+3-3-4-7-6-4-1+1-6-7+2-7+0+0+2-4-3-1+5-1+7+1+1-6+2+3-6+0+0+6+0
sotp_encode_cycles - 366 +11+2-5-2+1-4+1-6-3-2-18+4+1+13-13-1+5-2-7-12-1+1+8+14+7+8-21+9+1+13+4-8
sotp_decode_cycles - 401 +24-2-2-2-5+3+1-9+8-3+7+1-3-1+0-7+1+0-15+3+8+11-11-7-7-3-1-1+2+8+4+2
hash_f_cycles - 12129 +155-99+6+40+29+124-157-212-42-9+27-152+11-133+24-20-38-29+12-147+39+18+16+48+23-157-77+16+93-43+30-152
hash_g_cycles - 13351 +98+20+62+34+9+16+1+23-57-11-130-205-14+78-194-227-43-18-11+5-15-19+20-27+7+1+48+77+1+7+70-40
hash_h_cycles - 3849 +110-3-35-47+2+5-42+3-68+12-1-6+66-3-7+22+38-20+14+2-12+175+77+11+4+19-40-25-58-21+6-51
poly_mul_small_cycles - 3307 +111+76+45+29-6-17+6+46+37+4+3-3-16-40-11-60-18-13-4-11-1+17+8+9-38+0-18+9-6-36+21+30
poly_mul_general_cycles - 3307 +84+2+1-13+2-26-10-41+10+10+23+27+10-29-5-14+42+11-12-46+4-10+12-22-27+0+31-31+56+27+30-31
