implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1125 +124-16+1-3+3-5-16-31-19-7-13+28+17+9+14+15+27-1+4+26+22-6+10-5+24-12-9+10+7-4-6-5
forward_general_cycles - 1117 +86+23-28+4-7+41+19+8-2+15-19+23-5-26-1-1+29-17+10+9-11+21+12-15-9-5-10-10-1-2+8-2
basemul_cycles - 656 +302+39-2-3-12-18-14-9+3+12+0+21+16+4-3-8+10-9+5-3-15+72+17+8+0-12-14+16-2-7+16-9
basemul_scale_cycles - 562 +111+23+0-5-4-8+4+3+9+2+1+7+2+1-2+0-3-3+5-3+11-5-3+7+8-1+2-1+3-2-4-7
inverse_cycles - 1180 +600+54+48+14+18+4+9+6+4+16-7-18-5-2-17-14+12+20+7-25-7-14-18-21-13-8-19-7+5+5+12-17
baseinv_cycles - 1182 +1327+121-8+0+15+7+15-12-18+27+129+2+25+12-14+9-12-5+2-3+15-2-5-6+10-3-1-25-19+86-30-21
poly_frombytes_cycles - 644 +184+29-3-11-10+1-5-7-8+0-6-1+11+14-10-11+0+6-5+11+1+2+10+3-2+0-3+3+8+3+2-5
poly_tobytes_cycles - 698 +40+6-5-10-2+0+2+0+15-6-6-4-6+3-4-3+5+4+6-7+11+4+8-1+2+12-2+9-9+0+11-8
cbd1_cycles - 347 +138+12+21+19+19+20+5+4-5-6+1-4+1+0+9-6+4+2-6+1-4-1-6-5-4-3+0+0-6-7+0+5
crepmod3_cycles - 459 +250+33-7-3+9+2+8+12+1+3+2-9-7-3+2-4+11-5+16-3-9+4+13-6-10-9+4-2+1+8-10-3
poly_add_cycles - 243 +110+43+8-2-1-9+3-7-4+0-5+2+3+7-2-1+5+8+1+4-7-9+2+13-3-4-2-1-8+8+5+0
poly_sub_cycles - 247 +137+20+2+9+1-8+1-1+4+8+1+8+0+0-4+4-1-7-3-6+2-4-5-6-5+1+15-8-8+0-5-5
sotp_encode_cycles - 366 +148+45+0-4-6-2-1-1-2+5-6+2-3-4+4+2-2-16-13+8-6+13-6+8-1+6+11+10+5+9+7-4
sotp_decode_cycles - 400 +185+2-4+8+3+5+2-2-4-3+1+5-4+1-2+0-10+10+10+4+13-9-2-4-7+0-8+3+2-11+2-4
hash_f_cycles - 12124 +813+152+26+51-76-95-172-142-62-84+49-10+62-55-124+43+18-4-216-144+90+94+58-154+4+6-106+66+6+61-43+87
hash_g_cycles - 13396 +455+140+45-25-24+2-46-31-31+1-4-23+56+44-72+44-26+30-33+102-35+27+5+46+13+42-241-243-19-17+18+41
hash_h_cycles - 3884 +283+175+170+55+39-9-11+1+11+22+2-20+17+5-22-117+22-35+28-21+15+12-13-17-9-55+3-28+45-7-20-9
poly_mul_small_cycles - 3319 +514+55+40+9+22+8-2-1+374+98+11-13-14-16-36+10-2+4+14-35-20+15-1-26-41-47-74-1-33-23-4+4
poly_mul_general_cycles - 3300 +159+47-2+45+20+21+28+46-55-22+17-1+9-24-6-14-33-51-19-14-13-45-5-15-6+34+37+24+14-2+12-11
