implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 981 +111-5-3+3-27+12+20+5-1-9+23+21+11+9+7+8-7+14+0+6-24+1+0-33-5-13-33-5-1-7-21+3
forward_general_cycles - 987 +89+26+4-23-17-34+12-6-34-21+2-28-19-7-21-11+15+156+4+31+16+24+11-1-1+20-4+0+5-27-10+3
basemul_cycles - 725 +215+23+9-12+12-13-1+1-7-8-4-1+4+11-2+5-20-8+1+1+6+11+4+2-1-8+7-6-3-4-9+1
basemul_scale_cycles - 632 +76+24+18+3-6+0+5-7-4+20-6+1-8+3+5-5-7-6+4-1+6-7-8-6-8-10+6-3+5+2+0+3
inverse_cycles - 996 +474+19+5-2-13-18+4-10+2+0-15+9-20-1+0+10+9+5+7-10-29-23+3+12+0-18-2+13-14-15-27+10
baseinv_cycles - 1245 +1073+79-20-20-9+170+131-7+9+13+11+23+21+1+15+31-18-10-7-12+8-10+15-14-18-18-4-4+10-16-3-1
poly_frombytes_cycles - 356 +120+6+7-6-3-1-2+6-3-3+0+4+3-8+6-3+3+5-9+3+10-2+6+10+5-4-4-2+0-3-1-10
poly_tobytes_cycles - 420 +67+3-2+0-8+1+6+11+3-2+7+12+0+7-1-2+2-3+1-4-6-1+0+1-8+5-2-8-4+4+3+5
cbd1_cycles - 314 +156+57+21+14+5+6+9+4-7+1+5+0+7-1+1+0-2+5+19+0+0-1-5-8-3-2-1+1+1-1-9-9
crepmod3_cycles - 431 +152+37+4-3+10+5+2-3-8-3-4-5+14+12+3+6-11+2+8-3+0-7-3+2-3+2-7+0-1+3-14+14
poly_add_cycles - 244 +135+18-11+7+2-7+7+5+0-3-7-12-18-10-1+12-5+3-5+12+2+9-3+2+7-13-14+11-1+5-12+11
poly_sub_cycles - 234 +147+38+10-2+10-2+17+3+0+1+2+4-10-7+2+3+1-2+2-5-10-11-3+6-10-8+4+11+8-10-9-7
sotp_encode_cycles - 314 +84+11+12+17+9+1-8-9-1-4-1+2-6-7-6+2-1-1+0+3-4-8+4+2+1+4+2-1-6+3+7-1
sotp_decode_cycles - 354 +129-3-7-10+4-3-8+5+3+5-9+1+2+3+5-7-1+7-8+0+5+0-2+3+6-9-13-7+4+3-10-11
hash_f_cycles - 10852 +808+128-13-38-95+77-29+12-2+4+227+21+20-64-24-20-59-54-31-29-38+134+53+114-53+137+136+122+137+103-28-98
hash_g_cycles - 12157 +510+140-10+20-17-158-47+16-247+102-251-46+81+477+221-9+100-4-113+49+32-24-204+5-276-251+4+13-169+34-190+34
hash_h_cycles - 2663 +263+33+0+41+11+3-34+33+26-24-35+17-26-14-3-30+3-17+6-25+47-2+19-28-7-6+9+1+20-8+13-33
poly_mul_small_cycles - 2925 +454+75+20+2+14+46-48-3-28-27-17+3+23-6-37-24+12+23-16-7+10+22+0+5-31-1-17-33+24+0-27+19
poly_mul_general_cycles - 2920 +340+81+0+10+6-30+41+0+35-23-4+2+17-51-8-28-25-58-4-2-16-32-11-19+24+24+1+8-8+28+25+24
forward_small_cycles - 980 +52+2+7+18-30-12+20-1+0+20+9+3-12+2+3+11-3-11+13-4+13-1-13-5-3+5-15-28-10-18+3-9
forward_general_cycles - 976 +49+26+18-5-22+9+20+18+16+11+21+18-10-16-14-23-5-3-4-1+8-4-3-17-4-7-2-7-3+9+8+8
basemul_cycles - 723 +58+19-2+5+6+5-25-15-4+8+5-3+4-8+3+2+2-6-7-3+10+6-12+1-13-6+2-3+5-13-25-2
basemul_scale_cycles - 629 +12+9+9+4-2+3+16-1-7+8-4+3+2-3-1-4-8-3-6-5-4+9+5+5+2+1+4-5+0-5-2+1
inverse_cycles - 990 +55+18+32-4+25+22+16+11+18-4-10-20+0-1+10+5-3-4-7-3-13-5-20+25-11-13-1+18+5+10-11-4
baseinv_cycles - 1236 +113+48-2+137+1-8+2-7+12+1+6+25+11-6+51-2+8-6+8-12-1+1-9-4-4+0-2-2-1+9-6-4
poly_frombytes_cycles - 347 +30+9+0-7+2-4-1-5+15-6+1+9+11+17-2+2+3-3+3+0-3-3-5-3-4-3-6+0+3+7+6+2
poly_tobytes_cycles - 417 +10+4-7-10+19+2+0+9+10-2-4-1+8-6-2+10+7+18+6-2-3-1+2+2-3+3-2-1+17-4-1-8
cbd1_cycles - 313 +22+20+7+11+16+11-4+21-9+19-8-7+17-3+0+20-7+0+0-1-5-8-5+3+0+0-7-4-8+2+18+0
crepmod3_cycles - 427 +16+15-1-3-1+0+0+3+7+0-7+6+5-7+0-2+8-5+3-3-1-2-1-11+6+7+9+8-11-4+3-10
poly_add_cycles - 239 +2+8-12+2+1-1+2-4-13-10-10-2+4+16-2-8-7+5+7-7+8+7+10+14-1-3-2+0+2+9+3-13
poly_sub_cycles - 229 +25+14-4+7+8+19+2+12+4-5-5+0+4-6+15-6-1-7+0-4-3-1+0-6+0-5-5-3+1+9+5+6
sotp_encode_cycles - 312 +36+24+16+9+10+6+2+0+2+4-1+4+3+9-5-5-5-6-8-3-8+8-3-5-6-6-7-5-3+4-5+3
sotp_decode_cycles - 353 +19+4-3-5-6+2+5+8+7-6+2-6+5-1-3+1-4-2+5+4+6+0-3-6-1-11+9-1-5+6+5-8
hash_f_cycles - 10883 +142-25-28+9-86-62-58+94-129-42+167-102+129+153-31+39-53+53-108+47+126+103-67+63-43-57+73-64+84+63-101+33
hash_g_cycles - 11997 +585+187+73+32+233+210+256+12+80-87+29-52-3-47-98-9-52+7+63-35+229-34-42-76-60-31-8-63-53+138+7+160
hash_h_cycles - 2657 +82+33-8+61+8-40-2+7+33+7-1+15+16-5+12-30+12-20+28-14-30+5-4-1-12-7+5-24-13+40-14-20
poly_mul_small_cycles - 2913 +94+67+46+1-30-22+2-9+15+1+11+25-11-1+18-19-6-6-25-24-12+10+23+14-16+13+28+7-19-8-11+3
poly_mul_general_cycles - 2919 +55+2+10-18-12-33+6+38-11-9+10-11+14+42+0+14+22-8-22+11-13+1+3-1-27+12+12-10-27-26+1+39
forward_small_cycles - 978 +65+36+27-2+14+23+12+3+21-17+2+1-12-2-6+8-3-28-1+2-3-20-14+2-12-3-13-11+11+12+4-12
forward_general_cycles - 975 +22+0+17+5-23-21-1-19-8-10-4-3-16-3+2+9+6-8+11+36+14+26+18-1+12+4+1+0-4-1+1-11
basemul_cycles - 721 +19+6-11-1+6-5-6+10+8+5-15-21-5-2+11-16-7+11+11-10+9-17-9-14-3+7+10-12+3+1+8+6
basemul_scale_cycles - 634 +7+5+9+7+11+2+5+15-8-11+6-3-3-3-7-1-12+4+2-14+3-2+2-3-4-10-11+4+7+0+2-1
inverse_cycles - 988 +30+38+8+0-8+2-9-5+9-5-8+1+17+2-8-15-3-17-9+21-6+6+0+8-12+6-4+2-3+5+17+1
baseinv_cycles - 1239 +29+22-1-4+3+141-2-4-3+16+0+6-14+4-24+10+1-17+8+2-7-9-13+2+5-9-3-4+11+11+2-9
poly_frombytes_cycles - 347 +33+7-4-4+1+3-9-8+5+8+3+6+7-5-4+7+2-5+1+8+3+5-10-2+6-4+3-7-6-2-3-8
poly_tobytes_cycles - 422 +9-8+5+8-10+9+1+1-9+6+1+9+9-10+0-1-4-7-11-2+2-3+1+1-5-5+3-2-1+7-8-3
cbd1_cycles - 321 +18+3-1+17+8+5+12-2-8+6+14+5-18-16-16-16-3+0+3-9-3+17-16-2-1+0+19-5+14-15-11+17
crepmod3_cycles - 427 +33+13+1+9+17+0+14-2+0+4-6-11+8-3+19+0+1-1-5-3-1-4+0+2+3-1-4+8-16-2-12-7
poly_add_cycles - 241 +36-2+0+5-9-9-18-12-6-1+0-14+5+1+7-1+6+0-17-10+12-9+5+9-8+0-15+3+5+4+6-15
poly_sub_cycles - 239 +16+2+4-8-5-6+2-1-6+4+3-2-1+5-6+2-5-9-2+7+3-5+12+7-4-2+1+6+3-1-10-6
sotp_encode_cycles - 315 +33+19+19+5+10-7+0+2+7-2+5+4-8-4-6-7-8+1+1+2+4-2+1-5-1-2+6-2-8+3+0-2
sotp_decode_cycles - 354 +18+0-5+2-5-9+3+2-1+2+7+4-5-1+2+1+4-8-9-8+7-4-3+0-4+1-4-1+2+5-10+0
hash_f_cycles - 10885 +202+12+139-139+60-43+125+9+155+11+70-107+104+48-61-12+131-46+76-50+575-83-104-94-29-79+6+81+96-109-89-105
hash_g_cycles - 12090 +126-51+45-97-143-103-205-140-93+116-93+29+115+99+81-48+94+32-91+147-119+81+144+23+115-125+96-143+115-125-131+63
hash_h_cycles - 2654 +39+6+0-32-35-2+1+7-59-17-28-4-42+22+4+28+14+19-6+32-19+2+7+26-4-17+33+101-9+2-2-9
poly_mul_small_cycles - 2927 +125+34+14+14+0-3+0+21+40-28-21+8+22+14-26+21+24-12+21+1-10-4-2-20-16-6+23-13-5-36-31+3
poly_mul_general_cycles - 2933 +93+24+14-4+18-16-23-48+12+31+21-1-17-28-5-10-7+3-30-7+22+14+11-2-10+31-16+34-29-18+16+4
