implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 984 +61-22+0+8-5-9-10-28-11-6-7+3+6+1+14-18+16+24+4+22-1+5-5+17-10-5-5+6+1+7+32-2
forward_general_cycles - 978 +126+18-18+0-13+4-20-8-4-2+4-2+3+7+2+5-7+15+20-2+10-7+1+8-10+12+10-2-6-2-19+10
basemul_cycles - 727 +194-5-1-17-14-7-22+2-1+3+0+6+1+1+2+6-6+3-6-18+2+3+1+7-20-9-2-1-7+0-6+2
basemul_scale_cycles - 633 +106+14+12+12-2-3+8+3+6+12-2-5+6-1+2+6+1+0+8-8+1+5+2-3+0-10-7-6-9-9-3-1
inverse_cycles - 998 +490+20+13-7+4-6+8-8-20+7-6-13-19+19+2+28+6-9-22-6-4+3+5-1-9-10+20-16+12-4+13+6
baseinv_cycles - 1253 +1122+110-6+12+151-21+177+3-26+10-32+6-2-2-14-14+16-10+4+12-30+2+1-3+13+425+29-18-18-26-27-23
poly_frombytes_cycles - 356 +100+23+3-4-7+8+8-8+0+2+8+14-6+5+7-8+3+9-10+9-1+1+1+5-3-8-14-6-7+0-7-7
poly_tobytes_cycles - 426 +78-6-11+3+9-4-6+6+11+4+1-8-1-6+1-8-2-2+6-6+2+2+2+2-1-3-9+7+19-3-1-2
cbd1_cycles - 322 +154+12+4+13+9+3+8-3-5-10-3-16-5-6-6-6+1+10+16+7-17+3+5+15-9-17-2-11+16-2-14+15
crepmod3_cycles - 430 +149+23-6+19+10+20-1+9+8+8-9+14-7-3-4+6-5+3-8-2+4+7-8-3-2-2-8-4-3+0+1+6
poly_add_cycles - 244 +123+11+5-5-2-7-2-4+0-9+7+2+1-21+7+6-15-18+9+8-2+5-10-10-12-20-5+0+5+4+3+3
poly_sub_cycles - 236 +144+26+10-13-6+1+6-2-3-3+2-2+12-2-11+7-4-1+8-7+4-8+10-8+7-9-11+8+4+6-4+2
sotp_encode_cycles - 318 +124+46+4+12-10-8-9+4-2-9+3+1+1-5-1+1+1-14-10-1+2-12+6+0+5-1+2-7-2-4+2+2
sotp_decode_cycles - 351 +144-3-3-8-3+2-6+2-2+11+9-5-2-5-2+6-2+6+5-6-9+5+7-9+14-4-6-4+6+6+9+6
hash_f_cycles - 10853 +925+143+71+151+203+121-47-16+100+89+70+73-38-61+39+1-120+4+2-33-31-65-107-74-38-6+1-58+52-73-27+66
hash_g_cycles - 12163 +483+35+137-7-100-115-123-21-67+26+40+3+33-72+57+9+35-160-10-10-112-1+23-46+9-224+38-15+18+24-13+6
hash_h_cycles - 2657 +359+205+137+25-14+47-17-1-50+38+4+17+21-77+4-22-52-8-5-8+23-9-6-13-17+2+16-1+35+18-2-4
poly_mul_small_cycles - 2915 +545+45+34-13+11+30+1+11-30+0+31-17-36+5+1-7-20+2-4+7+38-4-9+2-29-16-35-24-4+18+3+21
poly_mul_general_cycles - 2923 +172+32+14+6-22-9-15-5+13+41+7-21+18-4+12+18+8-13-37-14-20-29-9-31-16+23+34-7+1+3+6-1
forward_small_cycles - 975 +62+19+12-9+1+20-16+10-7+0+1+22+2-10+8-11-26+9+7-8-15-2+14+1-15-8-18+1+7-10+3-2
forward_general_cycles - 978 +30-2-1-18+10+7-10+9+2-28+5+18-1+3+4-26-22-9-31+17+11+19+0-4+23-8-9+2+2-3+0-2
basemul_cycles - 721 +28+22+23+1-6-12+0-4-6-6-4-5-4-3+1+5-2+6+2+3+5+5-13+1+7-9-1-1+0+2+4+6
basemul_scale_cycles - 635 +8+15+2+5+8-7+6+8-9+0+91+20+13+12+0-3-9+4-3+3-2+0-11-11+3-12-8-2-6-5-13+1
inverse_cycles - 993 +46+33+11+18-2+15+3-20-9+5-11-5-1-17-13-11+5-3-9-6+3+5+3-3-7-20+14-2+19-1+0+10
baseinv_cycles - 1247 +32+2-10-15+104-5+121-8-8+17-17+6-6+26-4-9+27+22-13+24+19+11-3+3-8-16-12-5+19+20-20+7
poly_frombytes_cycles - 347 +36+6-6-1+3-3-6+6+1+4+8-6+7+6-6-6+5-2+1-3+9+5-2+6-2+2-7-5-5+2+5-6
poly_tobytes_cycles - 424 +18-3+13-7-8-3-13+0-13-11+5-7+5+1+5-4+0-4+11+10+9+5-10+1-14+5+4+4-4-4+8+11
cbd1_cycles - 324 +10-5-2+2+3+14+5+8+6+8+12+12+5-4+4+10-14+6-11+12+15-7-8-13-16-10-17-4-19-18-14-11
crepmod3_cycles - 437 +54+14+3-9-5-7-15-16-1+5-1-10-7-1+4+10+4-3-5+4+14-2+1-1+4+6+15+3+0+1-3+2
poly_add_cycles - 240 +53+10+11+14+15-6-12+2-3-14-8+14+9-3-4-4+9+8-6+11-15-6-11+15+8+12-4+13-6-5-6-13
poly_sub_cycles - 373 -119-125-144-134-137-134-140-134-144-133-137-133-126-13+23+20+23+23+20+38+29+29+23+29+32+29+23+38+23+32+20+41
sotp_encode_cycles - 774 +63+51+27+27+42+42+33-467+24+33+27+32-465-467+36+9-453+31-455-466+27-452+19-324+33+36+36-158-295-465-462-459
sotp_decode_cycles - 869 +17+4-5+19+19+31-5+10+22+1-295+4+19+1-319+13-512-515-515+8-513+10+13-270-517-1-530-511+13-18-515+1
hash_f_cycles - 16252 +11538-2229-2941+4062+46+548+139-586+3033+5824+1055-1494-1702+2217-75-1116+2957-182-710+3304-2045-4555+4026+348-1746-234+3224-3646-2206+572+2505-2348
hash_g_cycles - 12142 +20236+47+62+20-10-20-13-197-253-105-125-149+21+37-26-4-16+19-198+46+34-252+83-204+60-242+59+28-95-189+30+74
hash_h_cycles - 2652 +57-11-13+7+16-7+40-10-12+21+13+51-8+2+3-21-27-13-41-14+9-20+20-18+39-1-3+17+29+21-18+25
poly_mul_small_cycles - 2926 +96+54+0-10+32-7-4+0-17-2+13-9+9-8-1+19-21-23+26+12-24-5-21-17+2+20-1-22+24+7+14+47
poly_mul_general_cycles - 2924 +106+64+9-3+16+24-20-6-20+8-14+1+11+1-4+2+17-5-10+18+16+7-15-18+2+13-3-12-6-3+4-12
forward_small_cycles - 984 +17+26+13+4+7-1-4+24+2-12+14+5-3+0-3+1-5-16+7-6-16-10-4-6+6+4+13+10-10-6-5+0
forward_general_cycles - 988 +19+33+13-24-21+5+18+0-12-3-10-8+16+16+8-10+1+3+17-19-3+0-22-4+3+1-7-16-21+1+16+11
basemul_cycles - 723 +47-2-11-2+12+6-7-7+3+2+5+1+7-10-3+9+14+0+3-5+1+6+10+5-7-3+7+0-11-13-12-15
basemul_scale_cycles - 632 +9+18+9+9-1+0+5-6+6+10-1-1-8-1+0-1+3-2+3-8+5-3+0-3-1+1+5+3+1-1-7-6
inverse_cycles - 995 +103+3+10+7-7-17-3+3-5+16-24-13-5+19+26+0-9+3+4-24-19+11+1-2+6-10-23+0-2-11+1+8
baseinv_cycles - 1255 -2+7+6-13-1+1+5+220-14-7-13+4-2-10+2-17-11-14+12-16+18+5+10+7-13+17-25-10+4+7-19+13
poly_frombytes_cycles - 348 +30+5+5+12+1-8-4+1-9-4+5-6-6-3+3+2+8-5-2-6-10-4+8+9+1+4+1+10-6+6-1-4
poly_tobytes_cycles - 422 +18-8+3+7-4-5-6+5+0+2+5+42+0+0+0+4-2+11+9+11-5-5-5-3+1+5-4+2-2-5-1-7
cbd1_cycles - 315 +44+40+10+16+13+12-4-9+13-8-6-8-9-10-5+0+19-4-3+2-9-3+1+0+0+6+3-8+17+5+20-4
crepmod3_cycles - 431 +26+27+8+1-6+13+5+11+5+6+0+8+12+14-3-8+3-3-6+0+3-6-1+6-8-12-17-15-6-10-18-4
poly_add_cycles - 238 +17+7-8-12-7-12-11-9-6+15+10-10+14-2+5-1+4-17-10+17+3+1+9+1-15+0+1+5-11+14+18-12
poly_sub_cycles - 237 +39-1-4+4-1-5+2+2+7+5+9+9+5-5+0+2-2+0-4-1+1+4-3+3+7-2+0-12-7+4-3+0
sotp_encode_cycles - 314 +32+15+14+5-5+9+5-2-5+4+7+4+3+0+0+2-1-9-5-6-1+0-1-9+0+8-9-1-3-2+7+5
sotp_decode_cycles - 352 +17-1-4+3+5-1-4+0+3-1+10+4-5+2+8+3+6+9-1-7-1-7-5-6-10-6+9-6-8+7-5+6
hash_f_cycles - 10888 +85-99-31+69-43+92-14+113-84+21-88+21-124+96-90+52-22+84-93+24+67-91+144-53-108+37-73+83-37+86-120+88
hash_g_cycles - 12026 +118+220+187-17-55-27+98+153-101-9+199-52+139-121-101-55-71-106+132+80-95-106-39-62-122+8+56+149+116+905+202-52
